"Lender name","University","Country / Main Campus","Criteria","Source","Courses","_RowNumber","_UniversityOriginal","_CountryOriginal","_UniversityNorm","_CountryNormOriginal","_CountryNormProposed","_ChangedUniversity","_ChangedCountry","_CountryConfidence","_CountryBreakdown"
"Yes Bank","Alma Mater Studiorum - University of Bologna","Italy","Top 75-300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","123","Alma Mater Studiorum - University of Bologna","Italy","alma mater studiorum university of bologna","italy","italy","False","False","high","italy:4"
"Bank of India","Almaarefa University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","124","Almaarefa University","United States of America","almaarefa university","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","Alpen Adria Universitat Klagenfurt","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","125","Alpen Adria Universitat Klagenfurt","United States of America","alpen adria universitat klagenfurt","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","Altai State University","Russian Federation","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","126","Altai State University","Russian Federation","altai state university","russian federation","russian federation","False","False","high","russian federation:3"
"Indian Overseas Bank","Altai State University","Russian Federation","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","127","Altai State University","Russian Federation","altai state university","russian federation","russian federation","False","False","high","russian federation:3"
"Yes Bank","Altai State University","Russian Federation","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","128","Altai State University","Russian Federation","altai state university","russian federation","russian federation","False","False","high","russian federation:3"
"Bank of India","Alzahra University (Azzahra University)","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","129","Alzahra University (Azzahra University)","United States of America","alzahra university azzahra university","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","American College of Greece (Deree College","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","130","American College of Greece (Deree College","United States of America","american college of greece deree college","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","American University","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","131","American University","United States of America","american university","united states of america","united states of america","False","False","high","united states of america:5"
"Indian Overseas Bank","American University","United States of America","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","132","American University","United States of America","american university","united states of america","united states of america","False","False","high","united states of america:5"
"Mpower","American University","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","133","American University","United States of America","american university","united states of america","united states of america","False","False","high","united states of america:5"
"Prodigy","American University","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management","134","American University","United States of America","american university","united states of america","united states of america","False","False","high","united states of america:5"
"Yes Bank","American University","United States of America","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","135","American University","United States of America","american university","united states of america","united states of america","False","False","high","united states of america:5"
"Bank of India","American University in Cairo","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","136","American University in Cairo","United States of America","american university in cairo","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","American University in Dubai","United Arab Emirates","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","137","American University in Dubai","United Arab Emirates","american university in dubai","united arab emirates","united arab emirates","False","False","high","united arab emirates:3"
"Indian Overseas Bank","American University in Dubai","United Arab Emirates","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","138","American University in Dubai","United Arab Emirates","american university in dubai","united arab emirates","united arab emirates","False","False","high","united arab emirates:3"
"Yes Bank","American University in Dubai","United Arab Emirates","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","139","American University in Dubai","United Arab Emirates","american university in dubai","united arab emirates","united arab emirates","False","False","high","united arab emirates:3"
"Mpower","American University of Antigua (AUA) College of Medicine","Antigua And Barbuda","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","140","American University of Antigua (AUA) College of Medicine","Antigua and Barbuda","american university of antigua aua college of medicine","antigua and barbuda","antigua and barbuda","False","False","high","antigua and barbuda:1"
