"Lender name","University","Country / Main Campus","Criteria","Source","Courses"
"Mpower","Arizona State University- Polytechnic","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Mpower","Arizona State University- Skysong","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Mpower","Arizona State University- West","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Bank of India","Arkansas State University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Mpower","Arkansas State University","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Bank of India","Arts et Metiers ParisTech","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","ARU Anglia Ruskin University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Asia Pacific University of Technology and Innovation (APU) Malaysia","Malaysia","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","Asia Pacific University of Technology and Innovation (APU) Malaysia","Malaysia","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","Asia Pacific University of Technology and Innovation (APU) Malaysia","Malaysia","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","Asia University Taiwan","Taiwan","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","Asia University Taiwan","Taiwan","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","Asia University Taiwan","Taiwan","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","Asian Institute of Technology Thailand","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Assam University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Assiut University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Assumption University of Thailand","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Aston University","United Kingdom","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","Aston University","United Kingdom","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","Aston University","United Kingdom","Top 300-500 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","Ataturk University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Ateneo de Manila University","Philippines","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","Ateneo de Manila University","Philippines","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","Ateneo de Manila University","Philippines","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","Athabasca University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Athens University of Economics And Business","Greece","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","Athens University of Economics And Business","Greece","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Indian Overseas Bank","Athens University of Economics And Business","Greece","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","Athens University of Economics And Business","Greece","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","Atilim University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Atlantic Technological University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of Baroda","Auburn University","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs2/2023/23-12/STEM-Courses-new.pdf","STEM"
"Bank of India","Auburn University","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","Auburn University","United States of America","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Mpower","Auburn University","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Prodigy","Auburn University","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Natural Sciences"
"Yes Bank","Auburn University","United States of America","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","Auburn University Montgomery","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Auckland University of Technology","New Zealand","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","Auckland University of Technology","New Zealand","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","Auckland University of Technology","New Zealand","Top 300-500 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Prodigy","Audencia Business School","France","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Engineering & Technology; Public Policy"
"Bank of India","Auezov South Kazakhstan State University (SKSU)","Kazakhstan","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","Auezov South Kazakhstan State University (SKSU)","Kazakhstan","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","Auezov South Kazakhstan State University (SKSU)","Kazakhstan","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","Augusta University (Georgia Regents University Augusta State University)","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","Australian Catholic University","Australia","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","Australian Catholic University","Australia","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Prodigy","Australian Catholic University","Australia","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT"
"Yes Bank","Australian Catholic University","Australia","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of Baroda","Australian National University","Australia","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Management; Medical"
"Bank of India","Australian National University","Australia","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","Australian National University","Australia","Top 50 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Prodigy","Australian National University","Australia","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Public Policy"
"State Bank of India","Australian National University","Australia","Annexure","As per bank list - https://drive.google.com/file/d/12exUFGGWOjypQI8sfCYLEz_Moavy22eH/view","Any course"
"Union Bank of India","Australian National University","Australia","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","Management and Law; Medical; STEM"
