"UniversityNorm","UniversityDisplay","FinalCountryNorm","DistinctCountries","CountryBreakdown","UniqueLenders","TotalRows","Status","RawCountryValues","RawNameValues"
"bozok university","Bozok University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Bozok University"
"brac university","Brac University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Brac University"
"bradley university","Bradley University","united states of america","1","united states of america:2","2","2","PASS","United States of America","Bradley University"
"brandeis university","Brandeis University","united states of america","1","united states of america:7","7","7","PASS","United States of America","Brandeis University"
"brandenburgische technische universitat cottbus","Brandenburgische Technische Universitat Cottbus","united states of america","1","united states of america:1","1","1","PASS","United States of America","Brandenburgische Technische Universitat Cottbus"
"brandon university","Brandon University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Brandon University"
"bridgewater state university","Bridgewater State University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Bridgewater State University"
"brigham young university","Brigham Young University","united states of america","1","united states of america:4","4","4","PASS","United States of America","Brigham Young University"
"brigham young university provo","Brigham Young University – Provo","united states of america","1","united states of america:1","1","1","PASS","United States of America","Brigham Young University – Provo"
"british university in egypt","British University in Egypt","united states of america","1","united states of america:1","1","1","PASS","United States of America","British University in Egypt"
"brno university of technology","Brno University of Technology","czechia","1","czechia:3","3","3","PASS","Czechia","Brno University of Technology"
"brock university","Brock University","canada","1","canada:3","3","3","PASS","Canada","Brock University"
"brown university","Brown University","united states of america","1","united states of america:7","7","7","PASS","United States of America","Brown University"
"brunel university","Brunel University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Brunel University"
